latitude,longitude,vertical_datum,wind_speed,wind_to_direction_x,wind_to_direction_y
17.002,-81.501,0.0,1.0,1.0,0.0
25.084,-81.096,6.0,0.5740740740740741,0.984807753012208,0.17364817766693033
26.2168,-96.4998,4.0,0.45731743009259257,0.9839986522555513,-0.1781759028579864
26.8015,-97.4706,0.0,0.4444444444444444,0.5735764363510462,0.8191520442889918
27.072,-82.453,11.6,1.0,0.984807753012208,0.17364817766693033
27.297,-97.4049,0.0,0.4629629629629629,0.9455185755993168,0.3255681544571567
27.6346,-97.237,0.0,0.3796296296296296,0.5446390350150271,0.838670567945424
27.8217,-97.204,0.0,0.3518518518518518,0.6819983600624985,0.7313537016191705
27.8398,-97.0727,0.0,0.3333333333333333,0.5735764363510462,0.8191520442889918
27.8903,-94.0367,4.0,0.2279846997222222,-0.8082119122964629,0.588891759852432
27.8966,-93.5973,4.0,0.328254779537037,-0.7333996803112834,0.679797697053548
28.156,-82.758,7.0,0.13888888888888887,-0.9396926207859084,-0.34202014332566866
28.4073,-96.7122,0.0,0.3796296296296296,0.984807753012208,0.17364817766693033
28.446,-96.3961,0.0,0.5740740740740741,0.9702957262759965,-0.24192189559966787
28.8332,-90.832,10.0,0.27546296296296297,0.0174524064372836,0.9998476951563913
28.8667,-90.4833,10.0,0.3453703703703703,-0.48480962024633695,0.8746197071393959
28.9818,-94.9186,4.0,0.6610307037037036,0.9889163918869657,0.14847346516218093
29.06,-88.09,122.0,0.4629629629629629,-0.5000000000000004,-0.8660254037844384
29.1015,-89.9782,0.0,0.22564814814814813,-0.4999999999999998,0.8660254037844388
29.187,-90.6093,0.0,0.8148148148148149,0.984807753012208,-0.1736481776669304
29.1874,-90.6654,1.0,0.6203703703703703,0.9396926207859084,-0.34202014332566855
29.2533,-90.6633,1.0,0.7592592592592592,0.9396926207859084,-0.34202014332566855
29.4012,-89.0355,10.0,0.19398148148148148,-0.8987940462991669,-0.43837114678907746
29.4412,-92.0613,10.0,0.056388888888888884,-0.9702957262759965,-0.2419218955996675
29.6619,-84.3731,4.0,0.3883333333333333,-0.019197442399690432,-0.9998157121216442
29.857,-81.265,16.5,0.5740740740740741,0.8660254037844384,-0.5000000000000004
30.06,-84.291,10.0,0.3333333333333333,-0.6427876096865396,-0.7660444431189779
30.1889,-90.1683,1.0,0.8148148148148149,0.9396926207859084,-0.34202014332566855
30.2513,-88.0778,9.68,0.19166666666666665,0.08715574274765812,0.9961946980917455
30.4367,-88.0117,14.2,0.26111111111111107,-0.705871570678681,0.7083398377245289
30.6671,-87.9365,8.5,0.23611111111111108,-0.04361938736533589,0.9990482215818578
