index_i,index_j,wind_speed,wind_to_direction_x,wind_to_direction_y
0,0,5.284225233,0.42299100258630257,0.7537514309833693
0,1,5.284225233,0.42299100258630257,0.7537514309833694
0,2,5.284225233,0.42299100258630257,0.7537514309833694
0,3,4.948019806,0.6022657880909478,0.7982956347714734
0,4,5.284225233,0.42299100258630257,0.7537514309833694
0,5,5.284225233,0.42299100258630257,0.7537514309833694
0,6,5.284225233,0.42299100258630257,0.7537514309833694
0,7,4.104655893,0.8746189104857192,0.4848110574448292
0,8,5.284225233,0.42299100258630257,0.7537514309833694
0,9,5.284225233,0.42299100258630257,0.7537514309833694
0,10,5.284225233,0.42299100258630257,0.7537514309833694
0,11,5.284225233,0.42299100258630257,0.7537514309833694
0,12,5.284225233,0.42299100258630257,0.7537514309833694
0,13,5.284225233,0.42299100258630257,0.7537514309833694
0,14,5.284225233,0.42299100258630257,0.7537514309833694
0,15,5.284225233,0.42299100258630257,0.7537514309833694
0,16,5.284225233,0.42299100258630257,0.7537514309833694
0,17,5.284225233,0.42299100258630257,0.7537514309833694
0,18,5.284225233,0.42299100258630257,0.7537514309833694
0,19,5.284225233,0.42299100258630257,0.7537514309833694
0,20,5.284225233,0.42299100258630257,0.7537514309833694
0,21,4.344815554,0.25203203587907713,0.658753886139686
0,22,4.344815554,0.25203203587907713,0.658753886139686
0,23,4.344815554,0.25203203587907713,0.658753886139686
0,24,4.344815554,0.25203203587907713,0.658753886139686
0,25,4.344815554,0.25203203587907713,0.658753886139686
0,26,4.344815554,0.25203203587907713,0.6587538861396861
0,27,4.344815554,0.25203203587907713,0.6587538861396861
0,28,4.344815554,0.25203203587907713,0.6587538861396861
0,29,4.344815554,0.25203203587907713,0.6587538861396861
0,30,4.344815554,0.25203203587907713,0.6587538861396861
0,31,4.344815554,0.25203203587907713,0.6587538861396861
0,32,4.344815554,0.25203203587907713,0.6587538861396861
0,33,4.344815554,0.25203203587907713,0.6587538861396861
0,34,4.344815554,0.25203203587907713,0.6587538861396861
0,35,4.344815554,0.25203203587907713,0.6587538861396861
0,36,4.344815554,0.25203203587907713,0.6587538861396861
0,37,4.344815554,0.25203203587907713,0.6587538861396861
0,38,4.344815554,0.25203203587907713,0.6587538861396861
0,39,4.344815554,0.25203203587907713,0.6587538861396861
0,40,2.9808089520000003,-0.19250779402429563,0.16532255452836217
0,41,2.9808089520000003,-0.19250779402429563,0.16532255452836217
0,42,2.9808089520000003,-0.19250779402429563,0.16532255452836211
0,43,2.9808089520000003,-0.19250779402429563,0.16532255452836211
0,44,2.0112569876666666,-0.6089162953248395,-0.30534241614217666
0,45,2.214590321,-0.6971966274823643,-0.10706154370389653
0,46,2.214590321,-0.6971966274823643,-0.10706154370389653
0,47,2.214590321,-0.6971966274823643,-0.10706154370389653
0,48,2.2145903209999998,-0.6971966274823643,-0.10706154370389653
0,49,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,50,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,51,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,52,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,53,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,54,1.5873333333333335,-0.7902670971692193,-0.338113199104815
0,55,1.5516666666666667,-0.6842665505233855,-0.5818977663112052
0,56,1.5516666666666667,-0.6842665505233855,-0.5818977663112052
0,57,1.5516666666666667,-0.6842665505233855,-0.5818977663112052
0,58,1.7530000000000001,-0.22606435271808137,-0.2728364814556094
0,59,1.7530000000000001,-0.22606435271808137,-0.2728364814556094
0,60,1.7530000000000001,-0.22606435271808137,-0.2728364814556094
0,61,1.7530000000000001,-0.22606435271808137,-0.2728364814556094
0,62,1.7530000000000001,-0.22606435271808137,-0.2728364814556094
0,63,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,64,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,65,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,66,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,67,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,68,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,69,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,70,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,71,1.6206666666666667,-0.10377291703744529,0.015264086612600258
0,72,2.2196666666666665,0.445610309879497,0.34504065960518643
0,73,2.2196666666666665,0.445610309879497,0.34504065960518643
0,74,2.2196666666666665,0.445610309879497,0.34504065960518643
0,75,2.2196666666666665,0.445610309879497,0.34504065960518643
0,76,2.2196666666666665,0.445610309879497,0.34504065960518643
0,77,2.2196666666666665,0.445610309879497,0.34504065960518643
0,78,2.2196666666666665,0.445610309879497,0.34504065960518643
0,79,2.2196666666666665,0.445610309879497,0.34504065960518643
0,80,2.2196666666666665,0.445610309879497,0.34504065960518643
0,81,2.2196666666666665,0.445610309879497,0.34504065960518643
0,82,2.2196666666666665,0.445610309879497,0.34504065960518643
0,83,2.2196666666666665,0.445610309879497,0.34504065960518643
0,84,2.2196666666666665,0.445610309879497,0.34504065960518643
0,85,2.868,0.45454837235223317,0.21958066438349008
0,86,2.868,0.45454837235223317,0.21958066438349008
0,87,2.868,0.45454837235223317,0.21958066438349008
0,88,2.868,0.45454837235223317,0.21958066438349008
0,89,2.868,0.45454837235223317,0.21958066438349008
0,90,2.868,0.45454837235223317,0.21958066438349008
0,91,2.868,0.45454837235223317,0.21958066438349008
0,92,2.868,0.45454837235223317,0.21958066438349008
